customer_id,occupation,has_children,marital_status,customer_psy,ecom_experience,age,education,gender
1,Professional,U,MARRIED,A,Y,UNKNOWN,BACHELORS,M
2,Blue Collar,Y,SINGLE,A,N,UNKNOWN,LESS_THAN_HS,M
3,Professional,U,MARRIED,A,N,UNKNOWN,SOME_COLLEGE,M
4,Professional,U,,A,N,UNKNOWN,SOME_COLLEGE,U
5,Sales/Service,N,,A,Y,UNKNOWN,HS,U
6,Professional,U,SINGLE,A,Y,UNKNOWN,SOME_COLLEGE,M
7,Professional,U,MARRIED,A,N,UNKNOWN,SOME_COLLEGE,F
8,Professional,U,MARRIED,A,Y,UNKNOWN,HS,F
9,Professional,Y,,A,Y,UNKNOWN,BACHELORS,F
10,Professional,U,,A,N,UNKNOWN,,M
11,Professional,N,SINGLE,A,N,UNKNOWN,SOME_COLLEGE,M
12,Sales/Service,U,SINGLE,A,Y,UNKNOWN,SOME_COLLEGE,M
13,Sales/Service,U,,A,N,UNKNOWN,LESS_THAN_HS,F
14,Sales/Service,N,MARRIED,A,Y,UNKNOWN,HS,M
15,Sales/Service,N,SINGLE,A,N,UNKNOWN,BACHELORS,M
16,Professional,U,,A,Y,UNKNOWN,SOME_COLLEGE,F
17,Blue Collar,U,MARRIED,A,Y,UNKNOWN,HS,M
18,Blue Collar,Y,,A,N,UNKNOWN,LESS_THAN_HS,M
19,Sales/Service,U,,A,N,UNKNOWN,HS,M
20,Professional,Y,,A,N,UNKNOWN,HS,M
21,Sales/Service,U,MARRIED,A,N,UNKNOWN,GRADUATE,M
22,Professional,U,SINGLE,A,Y,UNKNOWN,GRADUATE,M
23,Sales/Service,N,SINGLE,A,Y,UNKNOWN,SOME_COLLEGE,F
24,Professional,N,SINGLE,A,N,UNKNOWN,LESS_THAN_HS,M
25,Sales/Service,N,SINGLE,A,N,UNKNOWN,,M
26,Professional,U,SINGLE,A,N,UNKNOWN,GRADUATE,M
27,Sales/Service,U,MARRIED,A,Y,UNKNOWN,HS,F
28,Sales/Service,Y,,A,N,UNKNOWN,SOME_COLLEGE,F
29,Blue Collar,U,SINGLE,A,N,UNKNOWN,SOME_COLLEGE,M
30,Sales/Service,Y,,A,N,UNKNOWN,LESS_THAN_HS,U
31,Sales/Service,N,SINGLE,A,Y,UNKNOWN,SOME_COLLEGE,M
32,Professional,N,SINGLE,A,Y,UNKNOWN,SOME_COLLEGE,M
33,Sales/Service,U,SINGLE,A,Y,UNKNOWN,GRADUATE,U
34,Sales/Service,Y,MARRIED,A,N,UNKNOWN,BACHELORS,U
35,Professional,N,SINGLE,A,N,UNKNOWN,BACHELORS,U
36,Professional,N,SINGLE,A,N,UNKNOWN,,M
37,Blue Collar,N,,A,Y,UNKNOWN,SOME_COLLEGE,M
38,Professional,U,SINGLE,A,N,UNKNOWN,SOME_COLLEGE,M
39,Sales/Service,N,SINGLE,A,Y,UNKNOWN,BACHELORS,M
40,Sales/Service,U,MARRIED,A,N,UNKNOWN,BACHELORS,M
41,Professional,U,MARRIED,A,N,UNKNOWN,HS,F
42,Sales/Service,U,SINGLE,A,Y,UNKNOWN,SOME_COLLEGE,M
43,Sales/Service,N,SINGLE,A,N,UNKNOWN,SOME_COLLEGE,F
44,Sales/Service,N,SINGLE,A,Y,UNKNOWN,BACHELORS,M
45,Sales/Service,U,SINGLE,A,Y,UNKNOWN,HS,M
46,Sales/Service,Y,SINGLE,A,Y,UNKNOWN,BACHELORS,U
47,Professional,U,SINGLE,A,Y,UNKNOWN,BACHELORS,M
48,Sales/Service,U,SINGLE,A,Y,UNKNOWN,SOME_COLLEGE,M
49,Professional,N,MARRIED,A,N,UNKNOWN,BACHELORS,U
50,Sales/Service,Y,MARRIED,A,N,UNKNOWN,HS,M
51,Sales/Service,N,SINGLE,A,Y,UNKNOWN,BACHELORS,F
52,Others,N,,A,Y,UNKNOWN,BACHELORS,M
53,Sales/Service,U,MARRIED,A,Y,UNKNOWN,HS,F
54,Sales/Service,U,SINGLE,A,N,UNKNOWN,GRADUATE,M
55,Sales/Service,U,,A,Y,UNKNOWN,BACHELORS,U
56,Professional,N,SINGLE,A,Y,UNKNOWN,BACHELORS,M
57,Sales/Service,U,MARRIED,A,N,UNKNOWN,HS,F
58,Sales/Service,Y,MARRIED,A,Y,UNKNOWN,SOME_COLLEGE,F
59,Sales/Service,Y,SINGLE,A,Y,UNKNOWN,SOME_COLLEGE,M
60,Sales/Service,N,SINGLE,A,N,UNKNOWN,GRADUATE,M
61,Blue Collar,U,SINGLE,A,Y,UNKNOWN,GRADUATE,M
62,Professional,N,,A,Y,UNKNOWN,GRADUATE,M
63,Blue Collar,U,,A,Y,UNKNOWN,SOME_COLLEGE,M
64,Sales/Service,U,MARRIED,A,Y,UNKNOWN,HS,F
65,Sales/Service,N,,A,Y,UNKNOWN,SOME_COLLEGE,U
66,Sales/Service,U,,A,Y,UNKNOWN,BACHELORS,F
67,Sales/Service,U,MARRIED,A,Y,UNKNOWN,LESS_THAN_HS,U
68,Professional,N,SINGLE,A,N,UNKNOWN,GRADUATE,U
69,Professional,U,,A,Y,UNKNOWN,SOME_COLLEGE,F
70,Professional,U,SINGLE,A,N,UNKNOWN,BACHELORS,F
71,Sales/Service,N,SINGLE,A,Y,UNKNOWN,GRADUATE,M
72,Sales/Service,Y,SINGLE,A,Y,UNKNOWN,BACHELORS,U
73,Sales/Service,U,SINGLE,A,N,UNKNOWN,HS,M
74,Professional,N,MARRIED,A,Y,UNKNOWN,HS,M
75,Professional,U,MARRIED,A,N,UNKNOWN,BACHELORS,F
76,Sales/Service,U,SINGLE,A,N,UNKNOWN,SOME_COLLEGE,F
77,Professional,Y,,A,Y,UNKNOWN,SOME_COLLEGE,M
78,Blue Collar,N,SINGLE,A,Y,UNKNOWN,GRADUATE,M
79,Professional,N,SINGLE,A,N,UNKNOWN,BACHELORS,M
80,Others,Y,,A,N,UNKNOWN,HS,F
81,Sales/Service,N,MARRIED,A,Y,UNKNOWN,GRADUATE,U
82,Sales/Service,N,MARRIED,A,Y,UNKNOWN,BACHELORS,F
83,Sales/Service,U,MARRIED,A,N,UNKNOWN,HS,F
84,Sales/Service,U,SINGLE,A,N,UNKNOWN,BACHELORS,M
85,Sales/Service,U,,A,N,UNKNOWN,HS,F
86,Others,N,SINGLE,A,Y,UNKNOWN,SOME_COLLEGE,M
87,Professional,N,,A,Y,UNKNOWN,GRADUATE,M
88,Sales/Service,N,,A,N,UNKNOWN,SOME_COLLEGE,F
89,Sales/Service,U,MARRIED,A,N,UNKNOWN,GRADUATE,F
90,Sales/Service,N,MARRIED,A,Y,UNKNOWN,BACHELORS,M
91,Sales/Service,Y,,A,Y,UNKNOWN,SOME_COLLEGE,F
92,Sales/Service,Y,SINGLE,A,Y,UNKNOWN,HS,F
93,Professional,N,SINGLE,A,Y,UNKNOWN,BACHELORS,M
94,Professional,N,SINGLE,A,N,UNKNOWN,GRADUATE,U
95,Sales/Service,N,SINGLE,A,Y,UNKNOWN,HS,M
96,Professional,Y,MARRIED,A,N,UNKNOWN,SOME_COLLEGE,M
97,Sales/Service,U,SINGLE,A,N,UNKNOWN,BACHELORS,M
98,Sales/Service,N,SINGLE,A,Y,UNKNOWN,HS,M
99,Professional,U,MARRIED,A,N,UNKNOWN,GRADUATE,M
100,Sales/Service,U,MARRIED,A,Y,UNKNOWN,BACHELORS,M
101,Sales/Service,N,,A,Y,UNKNOWN,SOME_COLLEGE,F
102,Others,U,,A,N,UNKNOWN,HS,F
103,Sales/Service,U,MARRIED,A,Y,UNKNOWN,BACHELORS,M
104,Sales/Service,N,MARRIED,A,Y,UNKNOWN,BACHELORS,F
105,Others,Y,,A,N,UNKNOWN,,M
106,Sales/Service,U,MARRIED,A,N,UNKNOWN,SOME_COLLEGE,F
107,Others,U,,A,Y,UNKNOWN,,M
108,Professional,N,MARRIED,A,N,UNKNOWN,BACHELORS,M
109,Sales/Service,U,SINGLE,A,Y,UNKNOWN,BACHELORS,F
110,Professional,N,SINGLE,A,Y,UNKNOWN,BACHELORS,F
111,Professional,U,SINGLE,A,Y,UNKNOWN,BACHELORS,M
112,Sales/Service,N,,A,Y,UNKNOWN,GRADUATE,F
113,Sales/Service,U,MARRIED,A,Y,UNKNOWN,BACHELORS,F
114,Professional,N,MARRIED,A,N,UNKNOWN,BACHELORS,F
115,Professional,N,,A,Y,UNKNOWN,HS,M
116,Sales/Service,U,,A,N,UNKNOWN,HS,F
117,Sales/Service,N,SINGLE,A,Y,UNKNOWN,SOME_COLLEGE,F
118,Sales/Service,U,SINGLE,A,N,UNKNOWN,GRADUATE,M
119,Sales/Service,Y,,A,Y,UNKNOWN,BACHELORS,M
120,Sales/Service,U,MARRIED,A,N,UNKNOWN,SOME_COLLEGE,F
121,Professional,U,SINGLE,A,Y,UNKNOWN,GRADUATE,M
122,Sales/Service,U,MARRIED,A,Y,UNKNOWN,HS,M
123,Sales/Service,Y,MARRIED,A,Y,UNKNOWN,BACHELORS,M
124,Professional,U,SINGLE,A,N,UNKNOWN,GRADUATE,M
125,Sales/Service,U,MARRIED,A,Y,UNKNOWN,HS,M
126,Sales/Service,N,MARRIED,A,Y,UNKNOWN,BACHELORS,M
127,Professional,U,,A,N,UNKNOWN,BACHELORS,F
128,Sales/Service,Y,MARRIED,A,Y,UNKNOWN,,M
129,Sales/Service,N,SINGLE,A,Y,UNKNOWN,SOME_COLLEGE,M
130,Blue Collar,Y,MARRIED,A,Y,UNKNOWN,GRADUATE,M
131,Sales/Service,N,,A,Y,UNKNOWN,BACHELORS,F
132,Sales/Service,Y,MARRIED,A,Y,UNKNOWN,HS,U
133,Sales/Service,U,SINGLE,A,N,UNKNOWN,GRADUATE,M
134,Blue Collar,Y,MARRIED,A,N,UNKNOWN,HS,U
135,Professional,U,MARRIED,A,N,UNKNOWN,BACHELORS,M
136,Sales/Service,U,SINGLE,A,Y,UNKNOWN,HS,F
137,Professional,U,SINGLE,A,N,UNKNOWN,HS,F
138,Professional,N,MARRIED,A,N,UNKNOWN,GRADUATE,F
139,Sales/Service,U,,A,Y,UNKNOWN,SOME_COLLEGE,M
140,Sales/Service,N,SINGLE,A,N,UNKNOWN,GRADUATE,U
141,Sales/Service,N,,A,N,UNKNOWN,LESS_THAN_HS,M
142,Sales/Service,Y,SINGLE,A,N,UNKNOWN,BACHELORS,M
143,Sales/Service,Y,,A,N,UNKNOWN,SOME_COLLEGE,F
144,Blue Collar,Y,MARRIED,A,Y,UNKNOWN,HS,M
145,Professional,N,SINGLE,A,Y,UNKNOWN,GRADUATE,M
146,Sales/Service,N,SINGLE,A,Y,UNKNOWN,HS,F
147,Professional,N,SINGLE,A,Y,UNKNOWN,GRADUATE,M
148,Sales/Service,U,SINGLE,A,N,UNKNOWN,HS,M
149,Sales/Service,U,SINGLE,A,N,UNKNOWN,SOME_COLLEGE,F
150,Professional,N,MARRIED,A,Y,UNKNOWN,BACHELORS,F
151,Professional,U,,A,N,UNKNOWN,BACHELORS,F
152,Professional,N,SINGLE,A,Y,UNKNOWN,BACHELORS,F
153,Blue Collar,N,,A,Y,UNKNOWN,GRADUATE,M
154,Professional,U,SINGLE,A,Y,UNKNOWN,GRADUATE,M
155,Sales/Service,N,SINGLE,A,Y,UNKNOWN,GRADUATE,M
156,Sales/Service,N,MARRIED,A,Y,UNKNOWN,HS,M
157,Professional,U,,A,Y,UNKNOWN,BACHELORS,M
158,Sales/Service,N,SINGLE,A,Y,UNKNOWN,,F
159,Sales/Service,U,,A,N,UNKNOWN,GRADUATE,M
160,Professional,N,SINGLE,A,N,UNKNOWN,GRADUATE,M
161,Sales/Service,U,SINGLE,A,Y,UNKNOWN,,M
162,Professional,U,,A,N,UNKNOWN,HS,M
163,Sales/Service,N,SINGLE,A,Y,UNKNOWN,BACHELORS,U
164,Sales/Service,U,,A,Y,UNKNOWN,LESS_THAN_HS,M
165,Blue Collar,U,SINGLE,A,N,UNKNOWN,GRADUATE,M
166,Professional,N,SINGLE,A,Y,UNKNOWN,SOME_COLLEGE,F
167,Professional,N,SINGLE,A,Y,UNKNOWN,SOME_COLLEGE,F
168,Sales/Service,U,MARRIED,A,N,UNKNOWN,SOME_COLLEGE,U
169,Professional,Y,SINGLE,A,Y,UNKNOWN,BACHELORS,M
170,Professional,U,SINGLE,A,Y,UNKNOWN,GRADUATE,M
171,Professional,N,MARRIED,A,Y,UNKNOWN,BACHELORS,M
172,Professional,U,SINGLE,A,N,UNKNOWN,SOME_COLLEGE,F
173,Professional,N,SINGLE,A,Y,UNKNOWN,SOME_COLLEGE,F
174,Sales/Service,N,,A,Y,UNKNOWN,BACHELORS,M
175,Professional,Y,MARRIED,A,Y,UNKNOWN,HS,U
176,Sales/Service,U,SINGLE,A,Y,UNKNOWN,SOME_COLLEGE,F
177,Blue Collar,Y,SINGLE,A,N,UNKNOWN,LESS_THAN_HS,M
178,Professional,N,SINGLE,A,N,UNKNOWN,BACHELORS,M
179,Sales/Service,U,SINGLE,A,Y,UNKNOWN,SOME_COLLEGE,F
180,Sales/Service,N,,A,N,UNKNOWN,GRADUATE,M
181,Sales/Service,N,SINGLE,A,N,UNKNOWN,HS,M
182,Professional,N,SINGLE,A,Y,UNKNOWN,BACHELORS,F
183,Professional,U,SINGLE,A,Y,UNKNOWN,SOME_COLLEGE,M
184,Professional,N,SINGLE,A,Y,UNKNOWN,GRADUATE,M
185,Sales/Service,Y,SINGLE,A,Y,UNKNOWN,HS,F
186,Professional,U,MARRIED,A,Y,UNKNOWN,GRADUATE,M
187,Others,U,MARRIED,A,Y,UNKNOWN,BACHELORS,M
188,Sales/Service,U,MARRIED,A,Y,UNKNOWN,BACHELORS,M
189,Sales/Service,U,SINGLE,A,Y,UNKNOWN,BACHELORS,F
190,Others,N,,A,Y,UNKNOWN,,U
191,Blue Collar,U,SINGLE,A,N,UNKNOWN,GRADUATE,M
192,Professional,Y,,A,N,UNKNOWN,SOME_COLLEGE,F
193,Others,U,MARRIED,A,N,UNKNOWN,SOME_COLLEGE,M
194,Blue Collar,U,SINGLE,A,Y,UNKNOWN,SOME_COLLEGE,M
195,Sales/Service,N,,A,Y,UNKNOWN,HS,F
196,Professional,Y,,A,Y,UNKNOWN,SOME_COLLEGE,M
197,Sales/Service,N,SINGLE,A,N,UNKNOWN,,M
198,Professional,Y,,A,Y,UNKNOWN,HS,M
199,Blue Collar,U,SINGLE,A,Y,UNKNOWN,SOME_COLLEGE,M
200,Professional,N,MARRIED,A,Y,UNKNOWN,LESS_THAN_HS,F
201,Sales/Service,Y,MARRIED,A,N,UNKNOWN,BACHELORS,F
202,Blue Collar,U,SINGLE,A,N,UNKNOWN,GRADUATE,U
203,Sales/Service,U,,A,N,UNKNOWN,GRADUATE,M
204,Sales/Service,U,,A,N,UNKNOWN,HS,F
205,Professional,N,SINGLE,A,Y,UNKNOWN,SOME_COLLEGE,M
206,Sales/Service,Y,MARRIED,A,Y,UNKNOWN,SOME_COLLEGE,F
207,Sales/Service,U,,A,Y,UNKNOWN,BACHELORS,U
208,Sales/Service,U,SINGLE,A,N,UNKNOWN,HS,M
209,Sales/Service,N,MARRIED,A,Y,UNKNOWN,SOME_COLLEGE,M
210,Sales/Service,U,SINGLE,A,N,UNKNOWN,GRADUATE,M
211,Professional,N,,A,N,UNKNOWN,GRADUATE,M
212,Others,N,,A,Y,UNKNOWN,,M
213,Sales/Service,Y,,A,Y,UNKNOWN,LESS_THAN_HS,M
214,Sales/Service,U,,A,Y,UNKNOWN,SOME_COLLEGE,M
215,Sales/Service,U,SINGLE,A,N,UNKNOWN,GRADUATE,M
216,Blue Collar,N,SINGLE,A,Y,UNKNOWN,HS,M
217,Blue Collar,N,MARRIED,A,N,UNKNOWN,LESS_THAN_HS,M
218,Sales/Service,Y,SINGLE,A,N,UNKNOWN,SOME_COLLEGE,F
219,Professional,Y,,A,N,UNKNOWN,SOME_COLLEGE,F
220,Others,Y,,A,N,UNKNOWN,HS,M
221,Professional,U,SINGLE,A,N,UNKNOWN,GRADUATE,M
222,Sales/Service,U,SINGLE,A,Y,UNKNOWN,LESS_THAN_HS,F
223,Professional,Y,MARRIED,A,Y,UNKNOWN,BACHELORS,U
224,Sales/Service,N,SINGLE,A,N,UNKNOWN,SOME_COLLEGE,F
225,Sales/Service,U,MARRIED,A,Y,UNKNOWN,LESS_THAN_HS,M
226,Professional,N,SINGLE,A,N,UNKNOWN,GRADUATE,U
227,Professional,N,SINGLE,A,Y,UNKNOWN,BACHELORS,U
228,Blue Collar,U,SINGLE,A,N,UNKNOWN,SOME_COLLEGE,U
229,Blue Collar,U,MARRIED,A,Y,UNKNOWN,HS,M
230,Professional,U,MARRIED,A,N,UNKNOWN,SOME_COLLEGE,M
231,Sales/Service,U,,A,Y,UNKNOWN,BACHELORS,F
232,Others,U,MARRIED,A,Y,UNKNOWN,SOME_COLLEGE,M
233,Professional,Y,SINGLE,A,N,UNKNOWN,SOME_COLLEGE,M
234,Sales/Service,U,MARRIED,A,N,UNKNOWN,HS,U
235,Professional,U,,A,Y,UNKNOWN,GRADUATE,U
236,Professional,U,MARRIED,A,Y,UNKNOWN,BACHELORS,M
237,Blue Collar,U,MARRIED,A,Y,UNKNOWN,HS,M
238,Professional,Y,MARRIED,A,Y,UNKNOWN,GRADUATE,M
239,Others,U,SINGLE,A,N,UNKNOWN,HS,F
240,Sales/Service,U,SINGLE,A,N,UNKNOWN,BACHELORS,M
241,Sales/Service,U,,A,N,UNKNOWN,SOME_COLLEGE,F
242,Blue Collar,U,MARRIED,A,N,UNKNOWN,HS,M
243,Blue Collar,Y,SINGLE,A,N,UNKNOWN,LESS_THAN_HS,M
244,Sales/Service,U,SINGLE,A,Y,UNKNOWN,SOME_COLLEGE,F
245,Sales/Service,U,SINGLE,A,N,UNKNOWN,BACHELORS,M
246,Sales/Service,U,MARRIED,A,N,UNKNOWN,SOME_COLLEGE,M
247,Blue Collar,N,SINGLE,A,Y,UNKNOWN,HS,M
248,Professional,N,SINGLE,A,Y,UNKNOWN,BACHELORS,M
249,Sales/Service,U,MARRIED,A,N,UNKNOWN,SOME_COLLEGE,U
250,Sales/Service,Y,MARRIED,A,Y,UNKNOWN,SOME_COLLEGE,F
251,Sales/Service,N,MARRIED,A,Y,UNKNOWN,GRADUATE,M
252,Sales/Service,Y,MARRIED,A,N,UNKNOWN,HS,M
253,Professional,N,SINGLE,A,Y,UNKNOWN,GRADUATE,F
254,Professional,N,MARRIED,A,Y,UNKNOWN,GRADUATE,M
255,Sales/Service,N,SINGLE,A,Y,UNKNOWN,BACHELORS,F
256,Professional,U,,A,Y,UNKNOWN,GRADUATE,F
257,Sales/Service,N,SINGLE,A,Y,UNKNOWN,GRADUATE,F
258,Sales/Service,N,MARRIED,A,Y,UNKNOWN,BACHELORS,M
259,Professional,N,MARRIED,A,N,UNKNOWN,GRADUATE,M
260,Professional,U,SINGLE,A,N,UNKNOWN,GRADUATE,M
261,Sales/Service,N,SINGLE,A,Y,UNKNOWN,HS,F
262,Sales/Service,U,SINGLE,A,N,UNKNOWN,HS,M
263,Blue Collar,U,,A,N,UNKNOWN,SOME_COLLEGE,M
264,Sales/Service,U,,A,Y,UNKNOWN,SOME_COLLEGE,M
265,Professional,U,MARRIED,A,Y,UNKNOWN,SOME_COLLEGE,F
266,Professional,U,SINGLE,A,N,UNKNOWN,BACHELORS,U
267,Sales/Service,N,SINGLE,A,N,UNKNOWN,SOME_COLLEGE,M
268,Retired,Y,,A,Y,UNKNOWN,SOME_COLLEGE,F
269,Sales/Service,N,SINGLE,A,Y,UNKNOWN,GRADUATE,M
270,Sales/Service,U,SINGLE,A,N,UNKNOWN,BACHELORS,M
271,Professional,N,SINGLE,A,N,UNKNOWN,BACHELORS,M
272,Sales/Service,N,MARRIED,A,Y,UNKNOWN,BACHELORS,F
273,Sales/Service,Y,MARRIED,A,N,UNKNOWN,SOME_COLLEGE,F
274,Blue Collar,U,,A,N,UNKNOWN,LESS_THAN_HS,M
275,Sales/Service,U,MARRIED,A,N,UNKNOWN,LESS_THAN_HS,F
276,Professional,U,MARRIED,A,N,UNKNOWN,BACHELORS,F
277,Professional,N,SINGLE,A,Y,UNKNOWN,BACHELORS,F
278,Professional,N,SINGLE,A,Y,UNKNOWN,GRADUATE,M
279,Sales/Service,U,MARRIED,A,Y,UNKNOWN,HS,M
280,Sales/Service,U,,A,N,UNKNOWN,BACHELORS,F
281,Sales/Service,U,SINGLE,A,N,UNKNOWN,SOME_COLLEGE,F
282,Others,Y,,A,N,UNKNOWN,,M
283,Blue Collar,U,,A,N,UNKNOWN,HS,M
284,Professional,U,MARRIED,A,Y,UNKNOWN,BACHELORS,M
285,Blue Collar,U,,A,Y,UNKNOWN,BACHELORS,M
286,Sales/Service,N,MARRIED,A,Y,UNKNOWN,GRADUATE,M
287,Sales/Service,N,SINGLE,A,N,UNKNOWN,SOME_COLLEGE,F
288,Sales/Service,Y,SINGLE,A,N,UNKNOWN,GRADUATE,F
289,Sales/Service,U,SINGLE,A,Y,UNKNOWN,HS,U
290,Others,Y,,A,Y,UNKNOWN,,M
291,Sales/Service,U,MARRIED,A,Y,UNKNOWN,BACHELORS,F
292,Sales/Service,U,MARRIED,A,N,UNKNOWN,SOME_COLLEGE,M
293,Professional,U,SINGLE,A,N,UNKNOWN,SOME_COLLEGE,M
294,Professional,N,MARRIED,A,N,UNKNOWN,SOME_COLLEGE,M
295,Professional,U,SINGLE,A,Y,UNKNOWN,GRADUATE,M
296,Sales/Service,U,,A,N,UNKNOWN,LESS_THAN_HS,F
297,Blue Collar,U,SINGLE,A,N,UNKNOWN,GRADUATE,M
298,Sales/Service,U,MARRIED,A,N,UNKNOWN,LESS_THAN_HS,F
299,Professional,U,MARRIED,A,N,UNKNOWN,SOME_COLLEGE,U
300,Sales/Service,Y,,A,Y,UNKNOWN,LESS_THAN_HS,M
301,Sales/Service,Y,MARRIED,A,N,UNKNOWN,GRADUATE,M
302,Professional,U,SINGLE,A,N,UNKNOWN,LESS_THAN_HS,M
303,Professional,U,,A,N,UNKNOWN,BACHELORS,F
304,Sales/Service,Y,,A,N,UNKNOWN,LESS_THAN_HS,F
305,Professional,N,SINGLE,A,Y,UNKNOWN,,F
306,Sales/Service,U,MARRIED,A,N,UNKNOWN,HS,M
307,Professional,Y,MARRIED,A,N,UNKNOWN,SOME_COLLEGE,F
308,Others,N,,A,Y,UNKNOWN,LESS_THAN_HS,M
309,Sales/Service,N,,A,N,UNKNOWN,HS,M
310,Professional,Y,MARRIED,A,N,UNKNOWN,SOME_COLLEGE,F
311,Professional,Y,SINGLE,A,Y,UNKNOWN,GRADUATE,M
312,Sales/Service,N,SINGLE,A,Y,UNKNOWN,BACHELORS,F
313,Blue Collar,U,,A,N,UNKNOWN,LESS_THAN_HS,M
314,Sales/Service,U,MARRIED,A,N,UNKNOWN,SOME_COLLEGE,F
315,Professional,U,SINGLE,A,Y,UNKNOWN,BACHELORS,M
316,Professional,N,,A,N,UNKNOWN,SOME_COLLEGE,M
317,Sales/Service,U,SINGLE,A,N,UNKNOWN,BACHELORS,M
318,Blue Collar,U,,A,Y,UNKNOWN,LESS_THAN_HS,M
319,Professional,N,SINGLE,A,Y,UNKNOWN,SOME_COLLEGE,M
320,Professional,Y,,A,Y,UNKNOWN,SOME_COLLEGE,M
321,Sales/Service,U,SINGLE,A,N,UNKNOWN,SOME_COLLEGE,M
322,Others,Y,SINGLE,A,Y,UNKNOWN,GRADUATE,M
323,Professional,N,MARRIED,A,N,UNKNOWN,GRADUATE,U
324,Sales/Service,U,SINGLE,A,N,UNKNOWN,GRADUATE,M
325,Sales/Service,U,MARRIED,A,Y,UNKNOWN,BACHELORS,U
326,Blue Collar,N,SINGLE,A,Y,UNKNOWN,BACHELORS,M
327,Professional,U,MARRIED,A,N,UNKNOWN,BACHELORS,F
328,Sales/Service,U,SINGLE,A,N,UNKNOWN,HS,F
329,Others,U,,A,Y,UNKNOWN,HS,F
330,Professional,N,SINGLE,A,Y,UNKNOWN,GRADUATE,M
331,Blue Collar,U,SINGLE,A,N,UNKNOWN,HS,M
332,Sales/Service,U,SINGLE,A,N,UNKNOWN,SOME_COLLEGE,U
333,Professional,N,,A,Y,UNKNOWN,BACHELORS,M
334,Others,Y,,A,N,UNKNOWN,BACHELORS,M
335,Sales/Service,N,SINGLE,A,Y,UNKNOWN,SOME_COLLEGE,F
336,Sales/Service,U,MARRIED,A,N,UNKNOWN,SOME_COLLEGE,F
337,Professional,U,MARRIED,A,Y,UNKNOWN,SOME_COLLEGE,F
338,Professional,U,,A,N,UNKNOWN,GRADUATE,U
339,Professional,U,SINGLE,A,N,UNKNOWN,GRADUATE,M
340,Professional,U,SINGLE,A,N,UNKNOWN,,M
341,Sales/Service,N,,A,Y,UNKNOWN,SOME_COLLEGE,M
342,Sales/Service,Y,MARRIED,A,N,UNKNOWN,LESS_THAN_HS,M
343,Blue Collar,U,,A,Y,UNKNOWN,HS,M
344,Sales/Service,Y,MARRIED,A,N,UNKNOWN,HS,F
345,Sales/Service,Y,MARRIED,A,Y,UNKNOWN,HS,F
346,Sales/Service,Y,,A,Y,UNKNOWN,HS,U
347,Sales/Service,N,SINGLE,A,Y,UNKNOWN,BACHELORS,F
348,Sales/Service,Y,SINGLE,A,N,UNKNOWN,SOME_COLLEGE,M
349,Sales/Service,Y,,A,N,UNKNOWN,GRADUATE,M
350,Sales/Service,U,MARRIED,A,N,UNKNOWN,HS,M
351,Blue Collar,U,,A,N,UNKNOWN,LESS_THAN_HS,F
352,Blue Collar,Y,,A,N,UNKNOWN,SOME_COLLEGE,F
353,Sales/Service,Y,MARRIED,A,N,UNKNOWN,BACHELORS,M
354,Professional,Y,SINGLE,A,Y,UNKNOWN,HS,F
355,Professional,Y,,A,Y,UNKNOWN,BACHELORS,M
356,Professional,U,SINGLE,A,N,UNKNOWN,HS,F
357,Professional,U,,A,N,UNKNOWN,BACHELORS,U
358,Professional,N,MARRIED,A,Y,UNKNOWN,BACHELORS,M
359,Sales/Service,U,SINGLE,A,N,UNKNOWN,GRADUATE,M
360,Sales/Service,U,SINGLE,A,N,UNKNOWN,HS,M
361,Professional,N,SINGLE,A,Y,UNKNOWN,HS,M
362,Professional,N,SINGLE,A,Y,UNKNOWN,BACHELORS,M
363,Professional,N,MARRIED,A,Y,UNKNOWN,GRADUATE,F
364,Professional,U,,A,N,UNKNOWN,,M
365,Blue Collar,N,,A,Y,UNKNOWN,GRADUATE,M
366,Professional,N,SINGLE,A,Y,UNKNOWN,BACHELORS,M
367,Sales/Service,U,,A,Y,UNKNOWN,SOME_COLLEGE,M
368,Professional,U,SINGLE,A,N,UNKNOWN,BACHELORS,F
369,Professional,Y,SINGLE,A,N,UNKNOWN,BACHELORS,F
370,Sales/Service,U,SINGLE,A,N,UNKNOWN,LESS_THAN_HS,M
371,Blue Collar,U,,A,N,UNKNOWN,SOME_COLLEGE,M
372,Sales/Service,U,MARRIED,A,Y,UNKNOWN,BACHELORS,M
373,Sales/Service,N,MARRIED,A,N,UNKNOWN,BACHELORS,F
374,Sales/Service,N,SINGLE,A,Y,UNKNOWN,SOME_COLLEGE,F
375,Sales/Service,U,SINGLE,A,N,UNKNOWN,GRADUATE,M
376,Professional,N,,A,Y,UNKNOWN,BACHELORS,M
377,Sales/Service,U,SINGLE,A,N,UNKNOWN,SOME_COLLEGE,M
378,Sales/Service,Y,,A,N,UNKNOWN,GRADUATE,M
379,Sales/Service,N,SINGLE,A,Y,UNKNOWN,GRADUATE,U
380,Sales/Service,N,,A,Y,UNKNOWN,BACHELORS,M
381,Professional,U,MARRIED,A,N,UNKNOWN,GRADUATE,F
382,Blue Collar,Y,,A,N,UNKNOWN,HS,F
383,Blue Collar,U,MARRIED,A,Y,UNKNOWN,BACHELORS,M
